startDateTime,inSWMean,outSWMean,short_wav_rad
2024-01-01 00:00:00+00:00,59.94395833,6.924791667,53.01916667
2024-01-02 00:00:00+00:00,114.65625,14.14229167,100.5139583
2024-01-03 00:00:00+00:00,41.555,4.976458333,36.57854167
2024-01-04 00:00:00+00:00,78.49319149,9.908510638,68.58468085
2024-01-05 00:00:00+00:00,105.1529167,13.38645833,91.76645833
2024-01-06 00:00:00+00:00,30.32291667,2.955208333,27.36770833
2024-01-07 00:00:00+00:00,58.3675,6.59625,51.77125
2024-01-08 00:00:00+00:00,110.16625,13.64354167,96.52270833
2024-01-09 00:00:00+00:00,25.89916667,2.550208333,23.34895833
2024-01-10 00:00:00+00:00,38.784375,4.234583333,34.54979167
2024-01-11 00:00:00+00:00,138.0422917,17.90083333,120.1414583
2024-01-12 00:00:00+00:00,22.75958333,3.236666667,19.52291667
2024-01-13 00:00:00+00:00,111.8772917,14.029375,97.84791667
2024-01-14 00:00:00+00:00,109.3683333,14.1025,95.26583333
2024-01-15 00:00:00+00:00,10.24229167,3.976458333,6.265833333
2024-01-16 00:00:00+00:00,87.73125,21.74708333,65.98416667
2024-01-17 00:00:00+00:00,168.6410417,34.68520833,133.9558333
2024-01-18 00:00:00+00:00,72.80104167,16.20895833,56.59208333
2024-01-19 00:00:00+00:00,56.08791667,11.985,44.10291667
2024-01-20 00:00:00+00:00,141.1933333,33.51,107.6833333
2024-01-21 00:00:00+00:00,141.5964583,33.263125,108.3333333
2024-01-22 00:00:00+00:00,140.1033333,28.52145833,111.581875
2024-01-23 00:00:00+00:00,53.95708333,9.7175,44.23958333
2024-01-24 00:00:00+00:00,31.39708333,3.088333333,28.30875
2024-01-25 00:00:00+00:00,30.344375,1.886875,28.4575
2024-01-26 00:00:00+00:00,104.6420833,10.80958333,93.8325
2024-01-27 00:00:00+00:00,18.91041667,1.624375,17.28604167
2024-01-28 00:00:00+00:00,60.45270833,6.026875,54.42583333
2024-01-29 00:00:00+00:00,90.33125,9.558333333,80.77291667
2024-01-30 00:00:00+00:00,125.598125,15.035,110.563125
2024-01-31 00:00:00+00:00,57.41708333,6.335416667,51.08166667
2024-02-01 00:00:00+00:00,162.0408333,20.10229167,141.9385417
2024-02-02 00:00:00+00:00,156.4939583,18.62333333,137.870625
2024-02-03 00:00:00+00:00,166.08625,20.70270833,145.3835417
2024-02-04 00:00:00+00:00,109.2535417,13.32416667,95.929375
2024-02-05 00:00:00+00:00,175.945,22.04354167,153.9014583
2024-02-06 00:00:00+00:00,177.12,22.4225,154.6975
2024-02-07 00:00:00+00:00,179.3460417,22.24645833,157.0995833
2024-02-08 00:00:00+00:00,137.1029167,17.05666667,120.04625
2024-02-09 00:00:00+00:00,11.66208333,1.063125,10.59895833
2024-02-10 00:00:00+00:00,16.39833333,1.310416667,15.08791667
2024-02-11 00:00:00+00:00,65.19333333,5.817291667,59.37604167
2024-02-12 00:00:00+00:00,20.905625,1.265625,19.64
2024-02-13 00:00:00+00:00,183.6235417,21.44854167,162.175
2024-02-14 00:00:00+00:00,190.3172917,23.31708333,167.0002083
2024-02-15 00:00:00+00:00,188.5372917,23.32354167,165.21375
2024-02-16 00:00:00+00:00,89.27854167,10.05458333,79.22395833
2024-02-17 00:00:00+00:00,134.73375,15.69729167,119.0364583
2024-02-18 00:00:00+00:00,202.51,25.31145833,177.1985417
2024-02-19 00:00:00+00:00,207.25875,25.876875,181.381875
2024-02-20 00:00:00+00:00,195.63625,24.135625,171.500625
2024-02-21 00:00:00+00:00,196.63125,24.41979167,172.2114583
2024-02-22 00:00:00+00:00,131.9702083,15.7175,116.2527083
2024-02-23 00:00:00+00:00,176.6089583,20.42083333,156.188125
2024-02-24 00:00:00+00:00,138.8577083,16.984375,121.8733333
2024-02-25 00:00:00+00:00,169.6254167,21.02270833,148.6027083
2024-02-26 00:00:00+00:00,186.7325,22.61166667,164.1208333
2024-02-27 00:00:00+00:00,32.209375,3.583541667,28.62583333
2024-02-28 00:00:00+00:00,19.39645833,2.354166667,17.04229167
2024-02-29 00:00:00+00:00,174.3004167,21.628125,152.6722917
2024-03-01 00:00:00+00:00,28.245,2.546458333,25.69854167
2024-03-02 00:00:00+00:00,92.91979167,8.587916667,84.331875
2024-03-03 00:00:00+00:00,170.8902083,18.84166667,152.0485417
2024-03-04 00:00:00+00:00,134.52375,14.4925,120.03125
2024-03-05 00:00:00+00:00,113.2479167,13.1525,100.0954167
2024-03-06 00:00:00+00:00,35.95333333,2.854583333,33.09875
2024-03-07 00:00:00+00:00,198.513125,21.738125,176.775
2024-03-08 00:00:00+00:00,58.613125,6.147291667,52.46583333
2024-03-09 00:00:00+00:00,64.735625,5.7575,58.978125
2024-03-10 00:00:00+00:00,255.51625,30.54791667,224.9683333
2024-03-11 00:00:00+00:00,257.0035417,31.421875,225.5816667
2024-03-12 00:00:00+00:00,247.5722917,30.1275,217.4447917
2024-03-13 00:00:00+00:00,241.890625,28.75875,213.131875
2024-03-14 00:00:00+00:00,214.1142553,25.83617021,188.2780851
2024-03-15 00:00:00+00:00,78.33410256,8.716923077,69.61717949
2024-03-16 00:00:00+00:00,209.0729167,23.29729167,185.775625
2024-03-17 00:00:00+00:00,95.93525,10.94275,84.9925
2024-03-18 00:00:00+00:00,290.4041463,34.85902439,255.545122
2024-03-19 00:00:00+00:00,270.45125,33.15958333,237.2916667
2024-03-20 00:00:00+00:00,262.9139583,31.67895833,231.235
2024-03-21 00:00:00+00:00,260.8758333,31.42229167,229.4535417
2024-03-22 00:00:00+00:00,158.1608333,18.516875,139.6439583
2024-03-23 00:00:00+00:00,200.108125,22.6925,177.415625
2024-03-24 00:00:00+00:00,250.12,30.65916667,219.4608333
2024-03-25 00:00:00+00:00,185.3420833,21.70645833,163.635625
2024-03-26 00:00:00+00:00,35.19347826,3.238478261,31.955
2024-03-27 00:00:00+00:00,249.425625,28.04041667,221.3852083
2024-03-28 00:00:00+00:00,285.1141667,34.05458333,251.0595833
2024-03-29 00:00:00+00:00,286.5697917,34.49520833,252.0745833
2024-03-30 00:00:00+00:00,276.486875,33.2475,243.239375
2024-03-31 00:00:00+00:00,191.4983333,22.47916667,169.0191667
2024-04-01 00:00:00+00:00,128.2585417,14.58625,113.6722917
2024-04-02 00:00:00+00:00,61.52270833,7.17625,54.34645833
2024-04-03 00:00:00+00:00,-3.0625,1.893333333,-4.955833333
2024-04-04 00:00:00+00:00,,,
2024-04-05 00:00:00+00:00,243.2661111,27.56166667,215.7044444
2024-04-06 00:00:00+00:00,310.9985417,38.60583333,272.3927083
2024-04-07 00:00:00+00:00,281.935625,35.07395833,246.8616667
2024-04-08 00:00:00+00:00,67.606875,8.055416667,59.55145833
2024-04-09 00:00:00+00:00,54.50791667,5.176458333,49.33145833
2024-04-10 00:00:00+00:00,139.7983333,14.89,124.9083333
2024-04-11 00:00:00+00:00,102.685,10.8925,91.7925
2024-04-12 00:00:00+00:00,199.4858333,26.3375,173.1483333
2024-04-13 00:00:00+00:00,317.5885417,41.31145833,276.2770833
2024-04-14 00:00:00+00:00,307.9927083,40.86583333,267.126875
2024-04-15 00:00:00+00:00,298.8027083,40.474375,258.3283333
2024-04-16 00:00:00+00:00,173.1325,23.64333333,149.4891667
2024-04-17 00:00:00+00:00,58.45645833,8.665625,49.79083333
2024-04-18 00:00:00+00:00,288.6520833,39.843125,248.8089583
2024-04-19 00:00:00+00:00,173.981875,25.24229167,148.7395833
2024-04-20 00:00:00+00:00,259.1597917,37.51583333,221.6439583
2024-04-21 00:00:00+00:00,177.3141667,26.82125,150.4929167
2024-04-22 00:00:00+00:00,334.8808333,53.9825,280.8983333
2024-04-23 00:00:00+00:00,318.9997917,52.99416667,266.005625
2024-04-24 00:00:00+00:00,230.7477083,35.80666667,194.9410417
2024-04-25 00:00:00+00:00,321.2977083,53.15020833,268.1475
2024-04-26 00:00:00+00:00,76.920625,12.67125,64.249375
2024-04-27 00:00:00+00:00,201.4925,32.64020833,168.8522917
2024-04-28 00:00:00+00:00,316.3772917,51.20083333,265.1764583
2024-04-29 00:00:00+00:00,281.141875,47.050625,234.09125
2024-04-30 00:00:00+00:00,153.5622917,25.27541667,128.286875
2024-05-01 00:00:00+00:00,315.6864583,50.12125,265.5652083
2024-05-02 00:00:00+00:00,318.2089583,51.85104167,266.3579167
2024-05-03 00:00:00+00:00,111.7333333,18.90604167,92.82729167
2024-05-04 00:00:00+00:00,143.685625,23.15875,120.526875
2024-05-05 00:00:00+00:00,240.0635417,38.51520833,201.5483333
2024-05-06 00:00:00+00:00,159.7627083,25.719375,134.0433333
2024-05-07 00:00:00+00:00,167.3731818,28.67590909,138.6972727
2024-05-08 00:00:00+00:00,129.043125,20.15479167,108.8883333
2024-05-09 00:00:00+00:00,210.3991667,31.96125,178.4379167
2024-05-10 00:00:00+00:00,248.6654167,41.28958333,207.3758333
2024-05-11 00:00:00+00:00,281.0960417,47.47895833,233.6170833
2024-05-12 00:00:00+00:00,337.1885417,55.826875,281.3616667
2024-05-13 00:00:00+00:00,104.968125,18.40270833,86.56541667
2024-05-14 00:00:00+00:00,105.2708333,16.66854167,88.60229167
2024-05-15 00:00:00+00:00,158.5604651,25.05581395,133.5046512
2024-05-16 00:00:00+00:00,277.96125,43.355625,234.605625
2024-05-17 00:00:00+00:00,77.49020833,12.85041667,64.63979167
2024-05-18 00:00:00+00:00,164.6170833,25.26666667,139.3504167
2024-05-19 00:00:00+00:00,321.1854167,48.41979167,272.765625
2024-05-20 00:00:00+00:00,335.8339583,51.8825,283.9514583
2024-05-21 00:00:00+00:00,341.7029167,52.58145833,289.1214583
2024-05-22 00:00:00+00:00,275.8097917,44.28104167,231.52875
2024-05-23 00:00:00+00:00,149.9445833,23.46041667,126.4841667
2024-05-24 00:00:00+00:00,245.08875,37.15270833,207.9360417
2024-05-25 00:00:00+00:00,206.5622917,29.99145833,176.5708333
2024-05-26 00:00:00+00:00,164.12,27.11458333,137.0054167
2024-05-27 00:00:00+00:00,284.6097917,42.676875,241.9329167
2024-05-28 00:00:00+00:00,352.6883333,54.54416667,298.1441667
2024-05-29 00:00:00+00:00,322.830625,51.00541667,271.8252083
2024-05-30 00:00:00+00:00,334.2095833,52.38166667,281.8279167
2024-05-31 00:00:00+00:00,233.7952083,38.7475,195.0477083
2024-06-01 00:00:00+00:00,181.896875,30.17770833,151.7191667
2024-06-02 00:00:00+00:00,119.8958333,18.15625,101.7395833
2024-06-03 00:00:00+00:00,248.9991489,36.62468085,212.3744681
2024-06-04 00:00:00+00:00,246.2395833,37.18833333,209.05125
2024-06-05 00:00:00+00:00,191.0191667,28.435,162.5841667
2024-06-06 00:00:00+00:00,233.52,33.48625,200.03375
2024-06-07 00:00:00+00:00,367.60125,55.79833333,311.8029167
2024-06-08 00:00:00+00:00,312.2352083,48.03354167,264.2016667
2024-06-09 00:00:00+00:00,157.5514583,23.70458333,133.846875
2024-06-10 00:00:00+00:00,350.1210417,52.77354167,297.3475
2024-06-11 00:00:00+00:00,332.7735417,50.40541667,282.368125
2024-06-12 00:00:00+00:00,311.708125,47.705,264.003125
2024-06-13 00:00:00+00:00,328.41875,48.77729167,279.6414583
2024-06-14 00:00:00+00:00,326.3185417,48.39895833,277.9195833
2024-06-15 00:00:00+00:00,334.5725,49.96770833,284.6047917
2024-06-16 00:00:00+00:00,308.7704167,46.240625,262.5297917
2024-06-17 00:00:00+00:00,315.1597917,46.33395833,268.8258333
2024-06-18 00:00:00+00:00,252.5510417,37.70166667,214.849375
2024-06-19 00:00:00+00:00,241.8920833,37.39375,204.4983333
2024-06-20 00:00:00+00:00,316.7816667,47.05479167,269.726875
2024-06-21 00:00:00+00:00,343.604375,49.84104167,293.7633333
2024-06-22 00:00:00+00:00,335.0891667,49.055,286.0341667
2024-06-23 00:00:00+00:00,294.0316667,44.53375,249.4979167
2024-06-24 00:00:00+00:00,360.3445833,51.95020833,308.394375
2024-06-25 00:00:00+00:00,359.9829167,52.84520833,307.1377083
2024-06-26 00:00:00+00:00,317.3379167,46.80541667,270.5325
2024-06-27 00:00:00+00:00,240.2170833,34.67354167,205.5435417
2024-06-28 00:00:00+00:00,308.12,44.47041667,263.6495833
2024-06-29 00:00:00+00:00,264.3635417,38.48333333,225.8802083
2024-06-30 00:00:00+00:00,214.1458333,30.63520833,183.510625
2024-07-01 00:00:00+00:00,366.6658333,54.70291667,311.9629167
2024-07-02 00:00:00+00:00,308.9279167,45.8325,263.0954167
2024-07-03 00:00:00+00:00,318.2495833,46.55979167,271.6897917
2024-07-04 00:00:00+00:00,305.1177083,44.13166667,260.9860417
2024-07-05 00:00:00+00:00,155.9897917,23.00291667,132.986875
2024-07-06 00:00:00+00:00,293.7691667,41.37104167,252.398125
2024-07-07 00:00:00+00:00,327.9691667,47.65333333,280.3158333
2024-07-08 00:00:00+00:00,315.2864583,44.94979167,270.3366667
2024-07-09 00:00:00+00:00,289.2260417,42.11541667,247.110625
2024-07-10 00:00:00+00:00,243.41875,35.24770833,208.1710417
2024-07-11 00:00:00+00:00,338.0958333,49.90333333,288.1925
2024-07-12 00:00:00+00:00,310.2191667,45.30854167,264.910625
2024-07-13 00:00:00+00:00,311.061875,45.32604167,265.7358333
2024-07-14 00:00:00+00:00,312.8133333,44.96708333,267.84625
2024-07-15 00:00:00+00:00,256.281875,36.35333333,219.9285417
2024-07-16 00:00:00+00:00,163.37375,24.33208333,139.0416667
2024-07-17 00:00:00+00:00,245.569375,36.55708333,209.0122917
2024-07-18 00:00:00+00:00,191.060625,26.75125,164.309375
2024-07-19 00:00:00+00:00,252.2354167,38.54395833,213.6914583
2024-07-20 00:00:00+00:00,211.8435417,30.67375,181.1697917
2024-07-21 00:00:00+00:00,205.7283333,30.02104167,175.7072917
2024-07-22 00:00:00+00:00,196.985625,29.13,167.855625
2024-07-23 00:00:00+00:00,132.5541667,19.27875,113.2754167
2024-07-24 00:00:00+00:00,92.801875,13.22020833,79.58166667
2024-07-25 00:00:00+00:00,148.8502083,20.48354167,128.3666667
2024-07-26 00:00:00+00:00,168.233125,24.698125,143.535
2024-07-27 00:00:00+00:00,245.7058333,36.84354167,208.8622917
2024-07-28 00:00:00+00:00,106.579375,15.701875,90.8775
2024-07-29 00:00:00+00:00,225.2608333,30.55104167,194.7097917
2024-07-30 00:00:00+00:00,177.8745833,26.42479167,151.4497917
2024-07-31 00:00:00+00:00,176.7660417,24.20145833,152.5645833
2024-08-01 00:00:00+00:00,176.7660417,24.20145833,152.5645833
2024-08-02 00:00:00+00:00,176.7660417,24.20145833,152.5645833
2024-08-03 00:00:00+00:00,176.7660417,24.20145833,152.5645833
2024-08-04 00:00:00+00:00,176.7660417,24.20145833,152.5645833
2024-08-05 00:00:00+00:00,176.7660417,24.20145833,152.5645833
2024-08-06 00:00:00+00:00,675.7071429,94.49904762,581.2080952
2024-08-07 00:00:00+00:00,318.531875,45.26041667,273.2714583
2024-08-08 00:00:00+00:00,242.2566667,35.67020833,206.5864583
2024-08-09 00:00:00+00:00,280.2258333,39.68875,240.5370833
2024-08-10 00:00:00+00:00,286.9535417,41.25125,245.7022917
2024-08-11 00:00:00+00:00,308.9579167,44.62645833,264.3314583
2024-08-12 00:00:00+00:00,272.1952083,40.10520833,232.09
2024-08-13 00:00:00+00:00,269.09125,39.13708333,229.9541667
2024-08-14 00:00:00+00:00,305.63625,43.94479167,261.6914583
2024-08-15 00:00:00+00:00,279.2583333,39.79166667,239.4666667
2024-08-16 00:00:00+00:00,212.78875,31.89729167,180.8914583
2024-08-17 00:00:00+00:00,187.3547917,25.63604167,161.71875
2024-08-18 00:00:00+00:00,279.4660417,38.84395833,240.6220833
2024-08-19 00:00:00+00:00,238.3702083,34.639375,203.7308333
2024-08-20 00:00:00+00:00,303.320625,45.73458333,257.5860417
2024-08-21 00:00:00+00:00,261.6610417,38.62770833,223.0333333
2024-08-22 00:00:00+00:00,294.2485417,43.00854167,251.24
2024-08-23 00:00:00+00:00,293.0714583,42.90541667,250.1660417
2024-08-24 00:00:00+00:00,296.3189583,43.60833333,252.710625
2024-08-25 00:00:00+00:00,298.0202083,43.56625,254.4539583
2024-08-26 00:00:00+00:00,294.335,42.71875,251.61625
2024-08-27 00:00:00+00:00,288.3789583,41.62833333,246.750625
2024-08-28 00:00:00+00:00,280.5729167,40.7925,239.7804167
2024-08-29 00:00:00+00:00,281.6079167,40.434375,241.1735417
2024-08-30 00:00:00+00:00,251.5320833,36.668125,214.8639583
2024-08-31 00:00:00+00:00,244.2060417,35.33354167,208.8725
2024-09-01 00:00:00+00:00,149.860625,21.21229167,128.6483333
2024-09-02 00:00:00+00:00,287.49125,41.19270833,246.2985417
2024-09-03 00:00:00+00:00,251.4458333,36.00791667,215.4379167
2024-09-04 00:00:00+00:00,209.1445833,30.79770833,178.346875
2024-09-05 00:00:00+00:00,288.9377273,40.97095238,247.9667749
2024-09-06 00:00:00+00:00,250.4685417,37.79520833,212.6733333
2024-09-07 00:00:00+00:00,256.1641667,37.23166667,218.9325
2024-09-08 00:00:00+00:00,288.454375,43.71208333,244.7422917
2024-09-09 00:00:00+00:00,246.8595652,39.12702128,207.7325439
2024-09-10 00:00:00+00:00,273.135625,41.41208333,231.7235417
2024-09-11 00:00:00+00:00,259.338125,39.165,220.173125
2024-09-12 00:00:00+00:00,107.4264583,16.33270833,91.09375
2024-09-13 00:00:00+00:00,199.8329167,29.73666667,170.09625
2024-09-14 00:00:00+00:00,228.6183333,34.15666667,194.4616667
2024-09-15 00:00:00+00:00,193.7041667,28.97125,164.7329167
2024-09-16 00:00:00+00:00,250.78875,37.85479167,212.9339583
2024-09-17 00:00:00+00:00,67.50291667,9.241666667,58.26125
2024-09-18 00:00:00+00:00,170.3429167,23.203125,147.1397917
2024-09-19 00:00:00+00:00,219.8802083,32.06916667,187.8110417
2024-09-20 00:00:00+00:00,227.8145833,33.46875,194.3458333
2024-09-21 00:00:00+00:00,226.826875,33.60645833,193.2204167
2024-09-22 00:00:00+00:00,190.9145833,28.29895833,162.615625
2024-09-23 00:00:00+00:00,198.2758333,28.85958333,169.41625
2024-09-24 00:00:00+00:00,185.2997917,26.96041667,158.339375
2024-09-25 00:00:00+00:00,48.50604167,6.598333333,41.90770833
2024-09-26 00:00:00+00:00,27.85270833,3.062708333,24.79
2024-09-27 00:00:00+00:00,76.9425,9.963333333,66.97916667
2024-09-28 00:00:00+00:00,34.43458333,4.900208333,29.534375
2024-09-29 00:00:00+00:00,48.31291667,6.191458333,42.12145833
2024-09-30 00:00:00+00:00,93.05395833,11.85395833,81.2
