DATE,DailyAverageDryBulbTemperature,DailyPrecipitation,VP
2024-01-01T23:59:00,4.444444444444445,0.0,477.5006572502997
2024-01-02T23:59:00,3.3333333333333335,0.0,497.76294494176864
2024-01-03T23:59:00,0.5555555555555556,0.0,518.7832291853343
2024-01-04T23:59:00,2.2222222222222223,0.0,477.5006572502997
2024-01-05T23:59:00,1.6666666666666667,0.0,439.15586100439765
2024-01-06T23:59:00,6.111111111111111,6.858,839.6773884034188
2024-01-07T23:59:00,5.555555555555555,0.508,636.1291018566154
2024-01-08T23:59:00,4.444444444444445,0.508,586.6386452611385
2024-01-09T23:59:00,6.666666666666667,68.326,873.012996737268
2024-01-10T23:59:00,2.2222222222222223,0.0,518.7832291853343
2024-01-11T23:59:00,5.0,0.0,518.7832291853343
2024-01-12T23:59:00,3.3333333333333335,14.224,746.3089206641145
2024-01-13T23:59:00,3.888888888888889,0.0,421.02777692472847
2024-01-14T23:59:00,1.6666666666666667,2.032,403.56651383510285
2024-01-15T23:59:00,-3.3333333333333335,27.94,421.02777692472847
2024-01-16T23:59:00,-6.666666666666667,2.54,249.7989094338402
2024-01-17T23:59:00,-11.11111111111111,0.0,181.57164215380575
2024-01-18T23:59:00,-7.222222222222222,2.2859999999999996,298.28853202106666
2024-01-19T23:59:00,-3.888888888888889,1.016,403.56651383510285
2024-01-20T23:59:00,-8.88888888888889,0.0,181.57164215380575
2024-01-21T23:59:00,-7.777777777777778,0.0,218.1743542197058
2024-01-22T23:59:00,-1.6666666666666667,0.0,339.9718692333749
2024-01-23T23:59:00,3.888888888888889,0.0,563.1957738744044
2024-01-24T23:59:00,6.666666666666667,20.32,839.6773884034188
2024-01-25T23:59:00,12.777777777777779,18.541999999999998,1425.5509052376797
2024-01-26T23:59:00,14.444444444444445,0.254,1374.1662890715995
2024-01-27T23:59:00,9.444444444444445,13.462,1184.5359655405257
2024-01-28T23:59:00,8.88888888888889,1.016,746.3089206641145
2024-01-29T23:59:00,4.444444444444445,0.0,610.9407608180927
2024-01-30T23:59:00,3.3333333333333335,2.54,610.9407608180927
2024-01-31T23:59:00,3.888888888888889,0.0,610.9407608180927
2024-02-01T23:59:00,5.555555555555555,0.0,563.1957738744044
2024-02-02T23:59:00,10.555555555555555,0.0,746.3089206641145
2024-02-03T23:59:00,9.444444444444445,0.0,717.2917820161603
2024-02-04T23:59:00,7.222222222222222,0.0,518.7832291853343
2024-02-05T23:59:00,13.333333333333334,0.0,457.97265927443647
2024-02-06T23:59:00,8.88888888888889,0.0,540.5858461297141
2024-02-07T23:59:00,8.333333333333334,0.0,540.5858461297141
2024-02-08T23:59:00,9.444444444444445,0.0,518.7832291853343
2024-02-09T23:59:00,8.88888888888889,27.178,980.13039947384
2024-02-10T23:59:00,11.666666666666666,28.701999999999995,1324.4165625899595
2024-02-11T23:59:00,12.777777777777779,16.764,1276.2571566934198
2024-02-12T23:59:00,11.666666666666666,17.779999999999998,1276.2571566934198
2024-02-13T23:59:00,7.222222222222222,0.0,563.1957738744044
2024-02-14T23:59:00,7.777777777777778,0.0,610.9407608180927
2024-02-15T23:59:00,10.0,0.0,689.2758691858414
2024-02-16T23:59:00,10.0,4.3180000000000005,746.3089206641145
2024-02-17T23:59:00,3.3333333333333335,0.0,386.7507588243309
2024-02-18T23:59:00,2.2222222222222223,0.0,325.536210876079
2024-02-19T23:59:00,5.0,0.0,386.7507588243309
2024-02-20T23:59:00,6.666666666666667,0.0,439.15586100439765
2024-02-21T23:59:00,8.333333333333334,0.0,497.76294494176864
2024-02-22T23:59:00,12.777777777777779,4.064,839.6773884034188
2024-02-23T23:59:00,13.88888888888889,10.16,839.6773884034188
2024-02-24T23:59:00,6.111111111111111,0.0,518.7832291853343
2024-02-25T23:59:00,5.555555555555555,0.0,497.76294494176864
2024-02-26T23:59:00,15.0,0.0,689.2758691858414
2024-02-27T23:59:00,18.88888888888889,0.508,1229.6444925765074
2024-02-28T23:59:00,11.666666666666666,12.446,943.2045420620466
2024-02-29T23:59:00,4.444444444444445,0.0,370.55976739756125
2024-03-01T23:59:00,5.0,4.826,717.2917820161603
2024-03-02T23:59:00,11.11111111111111,2.032,1057.8234355233617
2024-03-03T23:59:00,13.88888888888889,0.0,1098.6656783067979
2024-03-04T23:59:00,15.555555555555555,0.0,1229.6444925765074
2024-03-05T23:59:00,16.666666666666668,1.016,1425.5509052376797
2024-03-06T23:59:00,13.88888888888889,30.225999999999996,1425.5509052376797
2024-03-07T23:59:00,15.555555555555555,0.0,1276.2571566934198
2024-03-08T23:59:00,14.444444444444445,1.016,1276.2571566934198
2024-03-09T23:59:00,11.666666666666666,7.112,1229.6444925765074
2024-03-10T23:59:00,7.777777777777778,0.0,421.02777692472847
2024-03-11T23:59:00,7.222222222222222,0.0,421.02777692472847
2024-03-12T23:59:00,10.0,0.0,563.1957738744044
2024-03-13T23:59:00,13.88888888888889,0.0,776.357872127744
2024-03-14T23:59:00,16.666666666666668,0.0,1140.889928946166
2024-03-15T23:59:00,18.333333333333332,25.4,1648.3652271071162
2024-03-16T23:59:00,16.11111111111111,0.0,980.13039947384
2024-03-17T23:59:00,13.88888888888889,0.0,776.357872127744
2024-03-18T23:59:00,5.555555555555555,0.0,339.9718692333749
2024-03-19T23:59:00,5.555555555555555,0.0,354.9733517566163
2024-03-20T23:59:00,12.222222222222221,0.0,540.5858461297141
2024-03-21T23:59:00,13.333333333333334,0.0,477.5006572502997
2024-03-22T23:59:00,16.11111111111111,7.365999999999999,807.4699859558053
2024-03-23T23:59:00,10.555555555555555,2.794,873.012996737268
2024-03-24T23:59:00,10.555555555555555,0.0,563.1957738744044
2024-03-25T23:59:00,12.222222222222221,0.0,610.9407608180927
2024-03-26T23:59:00,12.777777777777779,26.669999999999998,1276.2571566934198
2024-03-27T23:59:00,15.555555555555555,0.0,943.2045420620466
2024-03-28T23:59:00,11.666666666666666,0.0,497.76294494176864
2024-03-29T23:59:00,12.222222222222221,0.0,563.1957738744044
2024-03-30T23:59:00,16.11111111111111,0.0,807.4699859558053
2024-03-31T23:59:00,18.88888888888889,0.0,1184.5359655405257
2024-04-01T23:59:00,21.666666666666668,0.0,1648.3652271071162
2024-04-02T23:59:00,21.666666666666668,5.588,1834.9795013578685
2024-04-03T23:59:00,12.222222222222221,10.16,807.4699859558053
2024-04-04T23:59:00,8.88888888888889,0.254,586.6386452611385
2024-04-05T23:59:00,7.222222222222222,0.0,610.9407608180927
2024-04-06T23:59:00,9.444444444444445,0.0,610.9407608180927
2024-04-07T23:59:00,12.777777777777779,0.0,662.2313437202621
2024-04-08T23:59:00,13.88888888888889,3.302,1229.6444925765074
2024-04-09T23:59:00,14.444444444444445,8.889999999999999,1478.6159868071732
2024-04-10T23:59:00,18.333333333333332,2.032,1589.9749810475782
2024-04-11T23:59:00,16.666666666666668,13.462,1589.9749810475782
2024-04-12T23:59:00,12.777777777777779,0.7619999999999999,873.012996737268
2024-04-13T23:59:00,15.0,0.0,689.2758691858414
2024-04-14T23:59:00,19.444444444444443,0.0,943.2045420620466
2024-04-15T23:59:00,21.11111111111111,0.0,1478.6159868071732
2024-04-16T23:59:00,22.77777777777778,0.0,1533.4081325821141
2024-04-17T23:59:00,19.444444444444443,0.508,1425.5509052376797
2024-04-18T23:59:00,23.333333333333332,0.0,1589.9749810475782
2024-04-19T23:59:00,21.666666666666668,1.27,1770.8160750665218
2024-04-20T23:59:00,17.22222222222222,2.54,943.2045420620466
2024-04-21T23:59:00,12.777777777777779,0.0,563.1957738744044
2024-04-22T23:59:00,10.555555555555555,0.0,586.6386452611385
2024-04-23T23:59:00,13.333333333333334,0.0,717.2917820161603
2024-04-24T23:59:00,17.77777777777778,0.7619999999999999,980.13039947384
2024-04-25T23:59:00,16.11111111111111,0.0,943.2045420620466
2024-04-26T23:59:00,15.0,5.588,1324.4165625899595
2024-04-27T23:59:00,18.88888888888889,0.0,1478.6159868071732
2024-04-28T23:59:00,20.555555555555557,0.0,1425.5509052376797
2024-04-29T23:59:00,21.11111111111111,0.0,1478.6159868071732
2024-04-30T23:59:00,18.88888888888889,9.143999999999998,1708.6286389524878
2024-05-01T23:59:00,20.555555555555557,0.0,1589.9749810475782
2024-05-02T23:59:00,22.22222222222222,0.0,1589.9749810475782
2024-05-03T23:59:00,20.0,3.556,2039.862355247689
2024-05-04T23:59:00,22.22222222222222,2.54,2112.4721568484156
2024-05-05T23:59:00,22.22222222222222,0.0,2039.862355247689
2024-05-06T23:59:00,22.77777777777778,7.619999999999999,2112.4721568484156
2024-05-07T23:59:00,22.22222222222222,0.0,2112.4721568484156
2024-05-08T23:59:00,20.555555555555557,42.672,2112.4721568484156
2024-05-09T23:59:00,22.77777777777778,27.178,1901.1720084264216
2024-05-10T23:59:00,17.22222222222222,0.0,1374.1662890715995
2024-05-11T23:59:00,17.22222222222222,0.0,1184.5359655405257
2024-05-12T23:59:00,18.333333333333332,0.0,1098.6656783067979
2024-05-13T23:59:00,17.22222222222222,0.0,1478.6159868071732
2024-05-14T23:59:00,18.88888888888889,6.095999999999999,1834.9795013578685
2024-05-15T23:59:00,20.555555555555557,0.508,1834.9795013578685
2024-05-16T23:59:00,22.22222222222222,0.0,1770.8160750665218
2024-05-17T23:59:00,20.0,5.08,1969.4478289580973
2024-05-18T23:59:00,22.77777777777778,4.826,2112.4721568484156
2024-05-19T23:59:00,23.333333333333332,0.0,1901.1720084264216
2024-05-20T23:59:00,23.333333333333332,0.0,1834.9795013578685
2024-05-21T23:59:00,24.444444444444443,0.0,1969.4478289580973
2024-05-22T23:59:00,24.444444444444443,2.2859999999999996,1969.4478289580973
2024-05-23T23:59:00,20.555555555555557,29.971999999999998,2112.4721568484156
2024-05-24T23:59:00,23.88888888888889,0.0,2264.5098572616503
2024-05-25T23:59:00,22.77777777777778,26.162,2187.3349983468397
2024-05-26T23:59:00,23.333333333333332,2.794,2187.3349983468397
2024-05-27T23:59:00,23.333333333333332,18.796,1969.4478289580973
2024-05-28T23:59:00,23.333333333333332,0.0,1589.9749810475782
2024-05-29T23:59:00,20.555555555555557,0.0,1324.4165625899595
2024-05-30T23:59:00,18.88888888888889,0.0,1324.4165625899595
2024-05-31T23:59:00,18.88888888888889,0.0,1425.5509052376797
2024-06-01T23:59:00,18.88888888888889,1.016,1589.9749810475782
2024-06-02T23:59:00,21.11111111111111,7.874,2039.862355247689
2024-06-03T23:59:00,24.444444444444443,0.0,2187.3349983468397
2024-06-04T23:59:00,25.0,18.541999999999998,2264.5098572616503
2024-06-05T23:59:00,24.444444444444443,1.27,2510.514886966351
2024-06-06T23:59:00,25.0,3.556,2187.3349983468397
2024-06-07T23:59:00,23.333333333333332,0.0,1425.5509052376797
2024-06-08T23:59:00,21.11111111111111,0.0,1589.9749810475782
2024-06-09T23:59:00,23.333333333333332,19.049999999999997,2039.862355247689
2024-06-10T23:59:00,21.666666666666668,0.0,1478.6159868071732
2024-06-11T23:59:00,21.11111111111111,0.0,1425.5509052376797
2024-06-12T23:59:00,21.666666666666668,0.0,1648.3652271071162
2024-06-13T23:59:00,25.0,0.0,2039.862355247689
2024-06-14T23:59:00,26.666666666666668,0.0,2344.0569420649845
2024-06-15T23:59:00,26.666666666666668,0.0,2187.3349983468397
2024-06-16T23:59:00,27.22222222222222,0.0,2264.5098572616503
2024-06-17T23:59:00,27.77777777777778,0.0,2426.037710324731
2024-06-18T23:59:00,27.77777777777778,0.0,2510.514886966351
2024-06-19T23:59:00,26.11111111111111,0.0,2264.5098572616503
2024-06-20T23:59:00,26.666666666666668,0.0,2187.3349983468397
2024-06-21T23:59:00,27.22222222222222,0.0,2264.5098572616503
2024-06-22T23:59:00,28.333333333333332,0.0,2344.0569420649845
2024-06-23T23:59:00,28.88888888888889,8.889999999999999,2426.037710324731
2024-06-24T23:59:00,27.22222222222222,0.0,2039.862355247689
2024-06-25T23:59:00,26.11111111111111,0.0,1901.1720084264216
2024-06-26T23:59:00,27.77777777777778,0.508,2187.3349983468397
2024-06-27T23:59:00,26.11111111111111,1.016,2426.037710324731
2024-06-28T23:59:00,28.333333333333332,0.0,2344.0569420649845
2024-06-29T23:59:00,29.444444444444443,0.0,2687.215812280053
2024-06-30T23:59:00,28.88888888888889,0.0,2687.215812280053
2024-07-01T23:59:00,26.11111111111111,0.0,1770.8160750665218
2024-07-02T23:59:00,27.22222222222222,0.0,1770.8160750665218
2024-07-03T23:59:00,27.77777777777778,0.0,2264.5098572616503
2024-07-04T23:59:00,31.11111111111111,0.0,2597.5524826526575
2024-07-05T23:59:00,28.88888888888889,6.35,2779.5715135895157
2024-07-06T23:59:00,28.88888888888889,0.0,2344.0569420649845
2024-07-07T23:59:00,28.88888888888889,0.0,2187.3349983468397
2024-07-08T23:59:00,29.444444444444443,0.0,2510.514886966351
2024-07-09T23:59:00,29.444444444444443,0.0,2597.5524826526575
2024-07-10T23:59:00,26.11111111111111,0.0,1969.4478289580973
2024-07-11T23:59:00,26.11111111111111,0.0,1834.9795013578685
2024-07-12T23:59:00,28.333333333333332,0.0,1834.9795013578685
2024-07-13T23:59:00,29.444444444444443,0.254,2112.4721568484156
2024-07-14T23:59:00,29.444444444444443,0.0,2112.4721568484156
2024-07-15T23:59:00,30.0,0.0,2264.5098572616503
2024-07-16T23:59:00,27.22222222222222,0.0,2597.5524826526575
2024-07-17T23:59:00,28.333333333333332,5.588,2510.514886966351
2024-07-18T23:59:00,26.11111111111111,4.571999999999999,2426.037710324731
2024-07-19T23:59:00,25.0,0.0,2039.862355247689
2024-07-20T23:59:00,26.666666666666668,1.27,2426.037710324731
2024-07-21T23:59:00,27.22222222222222,4.064,2426.037710324731
2024-07-22T23:59:00,26.666666666666668,0.0,2426.037710324731
2024-07-23T23:59:00,25.555555555555557,0.508,2510.514886966351
2024-07-24T23:59:00,23.88888888888889,23.622,2597.5524826526575
2024-07-25T23:59:00,25.555555555555557,15.748,2597.5524826526575
2024-07-26T23:59:00,26.11111111111111,0.0,2597.5524826526575
2024-07-27T23:59:00,26.11111111111111,0.0,2344.0569420649845
2024-07-28T23:59:00,26.11111111111111,41.401999999999994,2597.5524826526575
2024-07-29T23:59:00,26.666666666666668,4.826,2687.215812280053
2024-07-30T23:59:00,26.11111111111111,7.365999999999999,2510.514886966351
2024-07-31T23:59:00,25.555555555555557,8.382,2510.514886966351
2024-08-01T23:59:00,27.77777777777778,2.032,2687.215812280053
2024-08-02T23:59:00,28.333333333333332,18.034,2687.215812280053
2024-08-03T23:59:00,26.11111111111111,7.365999999999999,2426.037710324731
2024-08-04T23:59:00,25.555555555555557,0.0,2426.037710324731
2024-08-05T23:59:00,27.77777777777778,0.0,2510.514886966351
2024-08-06T23:59:00,28.333333333333332,0.0,2426.037710324731
2024-08-07T23:59:00,28.333333333333332,0.0,2510.514886966351
2024-08-08T23:59:00,28.333333333333332,0.0,2597.5524826526575
2024-08-09T23:59:00,27.77777777777778,0.0,2264.5098572616503
2024-08-10T23:59:00,26.11111111111111,0.0,1969.4478289580973
2024-08-11T23:59:00,23.88888888888889,0.0,1648.3652271071162
2024-08-12T23:59:00,23.88888888888889,0.0,1770.8160750665218
2024-08-13T23:59:00,24.444444444444443,0.0,1834.9795013578685
2024-08-14T23:59:00,26.11111111111111,0.0,1901.1720084264216
2024-08-15T23:59:00,26.666666666666668,0.0,2187.3349983468397
2024-08-16T23:59:00,27.77777777777778,18.541999999999998,2597.5524826526575
2024-08-17T23:59:00,26.11111111111111,28.955999999999996,2510.514886966351
2024-08-18T23:59:00,25.555555555555557,2.032,2264.5098572616503
2024-08-19T23:59:00,24.444444444444443,0.0,2039.862355247689
2024-08-20T23:59:00,21.11111111111111,0.0,1533.4081325821141
2024-08-21T23:59:00,20.555555555555557,0.0,1374.1662890715995
2024-08-22T23:59:00,22.22222222222222,0.0,1589.9749810475782
2024-08-23T23:59:00,23.333333333333332,0.0,1770.8160750665218
2024-08-24T23:59:00,23.88888888888889,0.0,1834.9795013578685
2024-08-25T23:59:00,24.444444444444443,0.0,1969.4478289580973
2024-08-26T23:59:00,25.555555555555557,0.0,2039.862355247689
2024-08-27T23:59:00,26.666666666666668,0.0,2039.862355247689
2024-08-28T23:59:00,27.77777777777778,0.0,2039.862355247689
2024-08-29T23:59:00,28.333333333333332,0.0,2187.3349983468397
2024-08-30T23:59:00,29.444444444444443,0.0,2264.5098572616503
2024-08-31T23:59:00,27.77777777777778,0.0,2344.0569420649845
